,x,chi_1,t_1,chi_2,t_2,chi_3,t_3,chi_4,t_4,chi_5,t_5,chi_6,t_6,chi_7,t_7,chi_8,t_8,chi_9,t_9,chi_10,t_10,chi_11,t_11
19,0.47547547547547553,0.4561396421166552,0.2596165697045579,0.3942047170119536,0.3010854352372668,0.21688321321862988,0.3178429381233271,0.09371733762796694,0.32684191792196654,0.03437421630925899,0.3324424510781656,0.011140073917238312,0.33625932676038767,0.003268819368748351,0.3390259354062561,0.0008828053237718058,0.3411226559309486,0.00022203477765700948,0.34276619836234107,5.2469035134084974e-05,0.3440889954567265,1.173023238650645e-05,0.3451765056455801
20,0.5005005005005005,0.4390616498345458,0.2545459376405222,0.38930295618239236,0.2961974100284468,0.21975057549276567,0.31308442521356017,0.0974231622078059,0.32216696286304547,0.036661757673134066,0.32782471748637804,0.012190085361337075,0.3316829799573694,0.0036698456129263366,0.3344808346100973,0.0010168573040821723,0.33660194974566615,0.0002623942237184568,0.33826505246423283,6.361719870383961e-05,0.3396038762338152,1.4592048922169762e-05,0.3407047540877882
21,0.5255255255255256,0.4231523336478168,0.24942454434921188,0.38446214657485694,0.29119970571051484,0.22237735251762145,0.3081961933018748,0.10102233581171167,0.31735258707893016,0.03895499168226601,0.3230619290297113,0.013272454029316476,0.3269579247135848,0.004094368495133065,0.3297844746961199,0.0011625022297949866,0.3319281073696525,0.00030738502215713705,0.3336093334246042,7.63655744047007e-05,0.33496304965724233,1.794874170086719e-05,0.33607637780046967
22,0.5505505505505506,0.4082826567592411,0.24427015797858617,0.37968153028793283,0.28610742963586,0.22478024145904166,0.3031914900044463,0.10451693776694847,0.3124108857731645,0.04125096189605368,0.3181654145089009,0.014385464407362776,0.32209494714710857,0.004542147956522431,0.3249472385309795,0.001319987558233155,0.3271112006892822,0.00035724029402078286,0.3288088662050255,9.083998461314253e-05,0.33017613997558626,2.1853204505775848e-05,0.33130083472111077
23,0.5755755755755756,0.3943430938370323,0.23909932872103162,0.3749603588443734,0.2809353043247177,0.2269742532095031,0.29808343455957614,0.10790901217993731,0.3073539368170546,0.043546945477298725,0.3131465441181834,0.015527447948814804,0.31710490999934654,0.005012911641530885,0.3199796086389104,0.0014895366317264778,0.32216141727655784,0.0004121870719119488,0.32387360314255026,0.000107167613018359,0.32525290765741416,2.6360534573392346e-05,0.3263877258984727
24,0.6006006006006006,0.38123996535441346,0.2339273569911284,0.37029789307391475,0.2756975980909755,0.2289729521648129,0.2928849558171174,0.11120056849066508,0.30219374621292405,0.0458404308638264,0.30801668043618374,0.01669678205565543,0.31199870767765187,0.005506358061720886,0.31489212529028765,0.001671349555120662,0.31708902083281804,0.0004724459941416463,0.3188135862610766,0.00012547669332737705,0.3202032132162323,3.152792753698006e-05,0.3213467605670531
25,0.6256256256256256,0.36889258253516866,0.22876828225980883,0.3656934029975473,0.270408064997848,0.2307886527372176,0.28760873513958374,0.1143935820187523,0.29694219656999815,0.04812909841867234,0.30278713145384417,0.017891889079509553,0.3067872227664432,0.006022159461795839,0.30969534569635687,0.0018656040498320784,0.31190431249197637,0.0005382310401290431,0.31363891026573787,0.00014589621260573671,0.3150369815870835,3.741457013465155e-05,0.31618772167227666
26,0.6506506506506506,0.3572309989214145,0.2236348898883629,0.36114616771322683,0.2650798940746453,0.2324325818808002,0.28226715445439066,0.11748999450130006,0.29161099886597913,0.050410803544384424,0.29746910590060155,0.01911123534180306,0.301481284249419,0.006559964425195172,0.304399804535222,0.0020724562849803105,0.3066175931934002,0.0006097493030711945,0.30835968641787664,0.0001685556287834337,0.3097641672418534,4.408153119745037e-05,0.31092043202463737
27,0.6756756756756758,0.3461942216536334,0.2185387332926828,0.35665547528300623,0.259725667584443,0.2339150146308334,0.27687224961377005,0.1204917146226372,0.2862116477153432,0.052683561853791305,0.2920736710942694,0.020353330172742785,0.29609162765915126,0.007119400250512341,0.29901597601379065,0.0022920416861196818,0.30123912731809943,0.0006872007963814999,0.3029860074744993,0.0001935846018682165,0.30439472021871467,5.1591651379992494e-05,0.30555472125092875
28,0.7007007007007008,0.33572877516909877,0.21349016883813207,0.352220622621571,0.25435732801108213,0.2352453880063755,0.2714356691404934,0.12340061853608594,0.28075538031395625,0.054945536070891844,0.2866117135037911,0.021616724968783835,0.290628857343082,0.007700075125049909,0.2935542376488997,0.0025244757220801925,0.2957791077643415,0.0007707782907957874,0.2975279138613572,0.00022111273842043746,0.2989385532284558,6.000943204949955e-05,0.30010039369957237
29,0.7257257257257258,0.32578753794643034,0.2084984009995296,0.3478409153861608,0.24898615333305685,0.2364323974085706,0.26596863836471096,0.12621855037786117,0.2752531391795942,0.05719502439813603,0.28109390217771024,0.022900012268255592,0.28510341100711567,0.008301580117847578,0.2880248359285879,0.002769854670417967,0.290247622620404,0.0008606671793850264,0.291995361233155,0.00025126934885548403,0.29340550998685894,6.940092370750135e-05,0.29456719744508264
30,0.7507507507507508,0.31632879288154625,0.20357153550129692,0.34351566786785953,0.24362274007129936,0.23748407873989963,0.2604819288907953,0.12894732277322057,0.2697155387600157,0.05943045013511001,0.2755306551553929,0.024201824844823687,0.2795255266700338,0.008923491011277786,0.2824378539917727,0.003028256361964926,0.28465462357315185,0.0009570453680049099,0.28639818955806184,0.00028418321715136294,0.2878053349080076,7.983361428135723e-05,0.2889647945239842
31,0.7757757757757758,0.307315446331237,0.19871663836401343,0.33924420288423734,0.23827699353688772,0.23840787878549416,0.25498583327367896,0.13158871733497693,0.26415283593498373,0.06165035237195795,0.2699321089431975,0.025520834818470266,0.2739052121341645,0.00956536998764113,0.27680318144168353,0.003299740904957368,0.27900989617173155,0.0010600831889635168,0.2807460938469002,0.00031998238255029517,0.2821476442785719,9.137631758944778e-05,0.2833027325212151
32,0.8008008008008008,0.2987143814504543,0.19393979901191108,0.3350258516733277,0.23295812466209817,0.2392107158762397,0.24949014473218886,0.1341444851544856,0.2585749043965408,0.06385337761127521,0.2643080911043169,0.0268557527836808,0.26825221705050156,0.010226767184989025,0.2711304863856237,0.00358435138921332,0.27332303204614433,0.0011699433359060795,0.2750485966303033,0.00035879393285418587,0.2764418990179254,0.00010409906225390548,0.2775904176123515
33,0.8258258258258259,0.2904959192965875,0.18924619582998795,0.33085995378892236,0.22767465277246174,0.23989903245213687,0.24400414168246173,0.13661634728521568,0.25299121285330844,0.06603827219653416,0.25866809597930823,0.028205326954530274,0.2625760076300757,0.0109072221345627,0.2654291897711952,0.003882114570818731,0.2676034031610056,0.0012867808181058528,0.2693150222699543,0.00040074380892460624,0.2706973791135577,0.00011807298130767748,0.27183708915300414
